X	Predicted.sequence.orientation	Kingdom	Kingdom.certainty	Phylum	Phylum.certainty	Class	Class.certainty	Order	Order.certainty	Family	Family.certainty	Genus	Genus.certainty	Species	Species.certainty
ASV_8580	+	Fungi	100%	Ascomycota	99%	Dothideomycetes	31%	Dothideomycetes_unidentified	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_sp|SH216443.06FU	31%
ASV_8581	-	Fungi	100%	Zygomycota	56%	Incertae_sedis_10	56%	Mortierellales	56%	Mortierellaceae	56%	Mortierella	56%	Mortierella_sp|SH214852.06FU	46%
ASV_8582	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	77%	Mortierella	77%	Mortierella_sp_ATT116|SH218048.06FU	41%
ASV_8583	+	Fungi	100%	Ascomycota	99%	Sordariomycetes	99%	Hypocreales	99%	Hypocreales_unidentified	73%	Hypocreales_unidentified_1	73%	Hypocreales_sp|SH233685.06FU	73%
ASV_8584	-	Fungi	100%	Ascomycota	74%	Sordariomycetes	74%	Sordariales	74%	Chaetomiaceae	74%	Trichocladium	74%	Trichocladium_asperum|SH234966.06FU	74%
ASV_8585	+	Fungi	100%	Ascomycota	85%	Sordariomycetes	64%	Sordariales	42%	Lasiosphaeriaceae	26%	Lasiosphaeriaceae_unidentified	22%	Lasiosphaeriaceae_sp|SH223698.06FU	22%
ASV_8586	-	Fungi	100%	Ascomycota	99%	Ascomycota_unidentified	96%	Ascomycota_unidentified_1	96%	Ascomycota_unidentified_1	96%	Ascomycota_unidentified_1_1	96%	Ascomycota_sp|SH210650.06FU	96%
ASV_8587	-	Fungi	100%	Fungi_unidentified	27%	Fungi_unidentified_1	27%	Fungi_unidentified_1	27%	Fungi_unidentified_1_1	27%	Fungi_unidentified_1_1	27%	Fungi_sp|SH194666.06FU	25%
ASV_8588	-	Fungi	100%	Basidiomycota	82%	Tremellomycetes	76%	Cystofilobasidiales	76%	Cystofilobasidiaceae	76%	Guehomyces	65%	Guehomyces_pullulans|SH215066.06FU	65%
ASV_8589	-	Fungi	100%	Fungi_unidentified	87%	Fungi_unidentified_1	87%	Fungi_unidentified_1	87%	Fungi_unidentified_1_1	87%	Fungi_unidentified_1_1	87%	Fungi_sp|SH196467.06FU	46%
ASV_8590	-	Fungi	100%	Ascomycota	92%	Dothideomycetes	40%	Dothideomycetes_unidentified	40%	Dothideomycetes_unidentified_1	40%	Dothideomycetes_unidentified_1	40%	Dothideomycetes_sp|SH216443.06FU	40%
ASV_8591	+	Fungi	100%	Basidiomycota	96%	Agaricomycetes	96%	Cantharellales	95%	Ceratobasidiaceae	95%	Thanatephorus	78%	Thanatephorus_cucumeris|SH207643.06FU	41%
ASV_8592	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	96%	Sordariomycetes_unidentified	92%	Sordariomycetes_unidentified_1	92%	Sordariomycetes_unidentified_1	92%	Sordariomycetes_sp|SH233630.06FU	92%
ASV_8593	+	Fungi	100%	Basidiomycota	100%	Tremellomycetes	100%	Filobasidiales	100%	Filobasidiaceae	100%	Cryptococcus	100%	Cryptococcus_sp|SH215221.06FU	100%
ASV_8594	+	Fungi	100%	Ascomycota	97%	Dothideomycetes	94%	Pleosporales	93%	Incertae_sedis_13	56%	Ascochyta	56%	Ascochyta_sp|SH233952.06FU	34%
ASV_8595	+	Fungi	100%	Ascomycota	96%	Dothideomycetes	94%	Pleosporales	94%	Incertae_sedis_13	59%	Ascochyta	59%	Ascochyta_sp|SH233952.06FU	38%
ASV_8596	+	Fungi	100%	Zygomycota	96%	Incertae_sedis_10	96%	Mortierellales	96%	Mortierellaceae	96%	Mortierella	96%	Mortierella_sp|SH228359.06FU	89%
ASV_8597	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	65%	Mortierella	65%	Mortierella_sp_ATT116|SH218048.06FU	36%
ASV_8598	+	Fungi	100%	Ascomycota	80%	Sordariomycetes	80%	Incertae_sedis_7	46%	Plectosphaerellaceae	46%	Gibellulopsis	46%	Gibellulopsis_sp_YH_2012|SH219656.06FU	46%
ASV_8599	+	Fungi	100%	Fungi_unidentified	57%	Fungi_unidentified_1	57%	Fungi_unidentified_1	57%	Fungi_unidentified_1_1	57%	Fungi_unidentified_1_1	57%	Fungi_sp|SH217408.06FU	42%
ASV_8600	-	Fungi	100%	Fungi_unidentified	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1_1	51%	Fungi_unidentified_1_1	51%	Fungi_sp|SH196428.06FU	30%
ASV_8601	+	Fungi	100%	Fungi_unidentified	91%	Fungi_unidentified_1	91%	Fungi_unidentified_1	91%	Fungi_unidentified_1_1	91%	Fungi_unidentified_1_1	91%	Fungi_sp|SH240155.06FU	91%
ASV_8602	-	Fungi	100%	Basidiomycota	91%	Tremellomycetes	84%	Cystofilobasidiales	79%	Cystofilobasidiaceae	79%	Guehomyces	63%	Guehomyces_pullulans|SH215066.06FU	63%
ASV_8603	-	Fungi	100%	Chytridiomycota	57%	Chytridiomycetes	47%	Spizellomycetales	20%	Spizellomycetaceae	20%	Spizellomyces	20%	Spizellomyces_sp|SH229712.06FU	8%
ASV_8604	-	Fungi	100%	Basidiomycota	100%	Tremellomycetes	100%	Filobasidiales	100%	Filobasidiaceae	100%	Cryptococcus	100%	Cryptococcus_sp|SH215221.06FU	100%
ASV_8605	+	Fungi	100%	Fungi_unidentified	24%	Fungi_unidentified_1	24%	Fungi_unidentified_1	24%	Fungi_unidentified_1_1	24%	Fungi_unidentified_1_1	24%	Fungi_sp|SH210308.06FU	23%
ASV_8606	-	Fungi	100%	Zygomycota	58%	Incertae_sedis_10	58%	Mortierellales	58%	Mortierellaceae	58%	Mortierella	58%	Mortierella_sp|SH214852.06FU	46%
ASV_8607	-	Fungi	100%	Fungi_unidentified	75%	Fungi_unidentified_1	75%	Fungi_unidentified_1	75%	Fungi_unidentified_1_1	75%	Fungi_unidentified_1_1	75%	Fungi_sp|SH230250.06FU	75%
ASV_8608	-	Fungi	100%	Ascomycota	100%	Leotiomycetes	100%	Helotiales	100%	Helotiales_unidentified	100%	Helotiales_unidentified_1	100%	Helotiales_sp|SH209288.06FU	69%
ASV_8609	+	Fungi	100%	Ascomycota	98%	Leotiomycetes	79%	Helotiales	79%	Vibrisseaceae	79%	Myxocephala	79%	Myxocephala_albida|SH235575.06FU	79%
ASV_8610	-	Fungi	100%	Ascomycota	74%	Dothideomycetes	55%	Pleosporales	55%	Incertae_sedis_13	55%	Phoma	50%	Phoma_sp_P17E3|SH202157.06FU	25%
ASV_8611	+	Fungi	100%	Fungi_unidentified	56%	Fungi_unidentified_1	56%	Fungi_unidentified_1	56%	Fungi_unidentified_1_1	56%	Fungi_unidentified_1_1	56%	Fungi_sp|SH196428.06FU	53%
ASV_8612	-	Fungi	100%	Basidiomycota	97%	Tremellomycetes	95%	Tremellales	95%	Incertae_sedis_12	92%	Cryptococcus_1	92%	Cryptococcus_sp|SH198059.06FU	92%
ASV_8613	+	Fungi	100%	Ascomycota	100%	Ascomycota_unidentified	84%	Ascomycota_unidentified_1	84%	Ascomycota_unidentified_1	84%	Ascomycota_unidentified_1_1	84%	Ascomycota_sp|SH218750.06FU	84%
ASV_8614	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_8615	+	Fungi	100%	Ascomycota	99%	Dothideomycetes	75%	Dothideomycetes_unidentified	75%	Dothideomycetes_unidentified_1	75%	Dothideomycetes_unidentified_1	75%	Dothideomycetes_sp|SH216443.06FU	74%
ASV_8616	-	Fungi	100%	Fungi_unidentified	64%	Fungi_unidentified_1	64%	Fungi_unidentified_1	64%	Fungi_unidentified_1_1	64%	Fungi_unidentified_1_1	64%	Fungi_sp|SH196428.06FU	60%
ASV_8617	+	Fungi	100%	Fungi_unidentified	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1_1	51%	Fungi_unidentified_1_1	51%	Fungi_sp|SH196428.06FU	32%
ASV_8618	+	Fungi	100%	Ascomycota	76%	Sordariomycetes	76%	Sordariales	76%	Chaetomiaceae	76%	Trichocladium	76%	Trichocladium_asperum|SH234966.06FU	76%
ASV_8619	+	Fungi	100%	Chytridiomycota	69%	Chytridiomycetes	62%	Rhizophlyctidales	43%	Rhizophlyctidaceae	43%	Rhizophlyctis	43%	Rhizophlyctis_rosea|SH228067.06FU	43%
ASV_8620	-	Fungi	100%	Zygomycota	98%	Incertae_sedis_10	98%	Mortierellales	98%	Mortierellaceae	97%	Mortierella	97%	Mortierella_sp|SH228359.06FU	83%
ASV_8621	-	Fungi	100%	Ascomycota	77%	Sordariomycetes	77%	Sordariales	77%	Chaetomiaceae	77%	Trichocladium	77%	Trichocladium_asperum|SH234966.06FU	77%
ASV_8622	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	69%	Mortierella	69%	Mortierella_sp_ATT116|SH218048.06FU	44%
ASV_8623	+	Fungi	100%	Fungi_unidentified	72%	Fungi_unidentified_1	72%	Fungi_unidentified_1	72%	Fungi_unidentified_1_1	72%	Fungi_unidentified_1_1	72%	Fungi_sp|SH230250.06FU	72%
ASV_8624	+	Fungi	100%	Fungi_unidentified	25%	Fungi_unidentified_1	25%	Fungi_unidentified_1	25%	Fungi_unidentified_1_1	25%	Fungi_unidentified_1_1	25%	Fungi_sp|SH210308.06FU	22%
ASV_8625	+	Fungi	100%	Fungi_unidentified	54%	Fungi_unidentified_1	54%	Fungi_unidentified_1	54%	Fungi_unidentified_1_1	54%	Fungi_unidentified_1_1	54%	Fungi_sp|SH217408.06FU	40%
ASV_8626	+	Fungi	100%	Zygomycota	50%	Incertae_sedis_10	50%	Mortierellales	50%	Mortierellaceae	50%	Mortierella	50%	Mortierella_sp|SH214852.06FU	40%
ASV_8627	+	Fungi	100%	Fungi_unidentified	23%	Fungi_unidentified_1	23%	Fungi_unidentified_1	23%	Fungi_unidentified_1_1	23%	Fungi_unidentified_1_1	23%	Fungi_sp|SH202159.06FU	16%
ASV_8628	-	Fungi	100%	Ascomycota	99%	Dothideomycetes	97%	Pleosporales	97%	Corynesporascaceae	97%	Corynespora	97%	Corynespora_cassiicola|SH223214.06FU	97%
ASV_8629	-	Fungi	100%	Ascomycota	76%	Dothideomycetes	45%	Pleosporales	42%	Pleosporales_unidentified	24%	Pleosporales_unidentified_1	24%	Pleosporales_sp|SH240081.06FU	22%
ASV_8630	+	Fungi	100%	Fungi_unidentified	63%	Fungi_unidentified_1	63%	Fungi_unidentified_1	63%	Fungi_unidentified_1_1	63%	Fungi_unidentified_1_1	63%	Fungi_sp|SH196428.06FU	62%
ASV_8631	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	92%	Sordariales	92%	Chaetomiaceae	87%	Chaetomium	87%	Chaetomium_globosum|SH234979.06FU	68%
ASV_8632	-	Fungi	100%	Zygomycota	90%	Incertae_sedis_10	90%	Mortierellales	90%	Mortierellaceae	90%	Mortierella	90%	Mortierella_alpina|SH211072.06FU	24%
ASV_8633	+	Fungi	100%	Ascomycota	30%	Saccharomycetes	9%	Saccharomycetales	9%	Saccharomycetaceae	7%	Naumovozyma	6%	Naumovozyma_sp_QMW_2012|SH236489.06FU	6%
ASV_8634	+	Fungi	100%	Ascomycota	93%	Sordariomycetes	76%	Sordariales	22%	Lasiosphaeriaceae	21%	Lasiosphaeriaceae_unidentified	20%	Lasiosphaeriaceae_sp|SH223698.06FU	20%
ASV_8635	-	Fungi	100%	Ascomycota	99%	Dothideomycetes	93%	Pleosporales	93%	Corynesporascaceae	93%	Corynespora	93%	Corynespora_cassiicola|SH223214.06FU	93%
ASV_8636	-	Fungi	100%	Ascomycota	93%	Dothideomycetes	87%	Pleosporales	60%	Sporormiaceae	57%	Preussia	48%	Preussia_sp_4985|SH190512.06FU	25%
ASV_8637	-	Fungi	100%	Zygomycota	99%	Incertae_sedis_10	99%	Mortierellales	99%	Mortierellaceae	99%	Mortierella	99%	Mortierella_sp|SH228359.06FU	76%
ASV_8638	+	Fungi	100%	Ascomycota	95%	Sordariomycetes	82%	Microascales	50%	Microascaceae	46%	Microascaceae_unidentified	45%	Microascaceae_sp|SH230143.06FU	45%
ASV_8639	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Capnodiales	100%	Mycosphaerellaceae	100%	Septoria	60%	Septoria_glycines|SH212694.06FU	58%
ASV_8640	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	87%
ASV_8641	-	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Chaetothyriales	100%	Herpotrichiellaceae	100%	Exophiala	99%	Exophiala_equina|SH230206.06FU	40%
ASV_8642	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	100%
ASV_8643	+	Fungi	100%	Basidiomycota	82%	Agaricomycetes	77%	Agaricales	74%	Bolbitiaceae	58%	Conocybe	58%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	56%
ASV_8644	+	Fungi	100%	Basidiomycota	80%	Agaricomycetes	78%	Agaricales	68%	Bolbitiaceae	62%	Conocybe	62%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	61%
ASV_8645	+	Fungi	100%	Basidiomycota	87%	Agaricomycetes	83%	Agaricales	76%	Bolbitiaceae	59%	Conocybe	59%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	58%
ASV_8646	+	Fungi	100%	Basidiomycota	82%	Agaricomycetes	73%	Agaricales	67%	Bolbitiaceae	59%	Conocybe	59%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	55%
ASV_8647	-	Fungi	100%	Basidiomycota	74%	Agaricomycetes	63%	Agaricales	59%	Bolbitiaceae	52%	Conocybe	52%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	51%
ASV_8648	+	Fungi	100%	Ascomycota	86%	Ascomycota_unidentified	49%	Ascomycota_unidentified_1	49%	Ascomycota_unidentified_1	49%	Ascomycota_unidentified_1_1	49%	Ascomycota_sp|SH196179.06FU	46%
ASV_8649	+	Fungi	100%	Fungi_unidentified	38%	Fungi_unidentified_1	38%	Fungi_unidentified_1	38%	Fungi_unidentified_1_1	38%	Fungi_unidentified_1_1	38%	Fungi_sp|SH237967.06FU	35%
ASV_8650	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	98%
ASV_8651	-	Fungi	100%	Fungi_unidentified	53%	Fungi_unidentified_1	53%	Fungi_unidentified_1	53%	Fungi_unidentified_1_1	53%	Fungi_unidentified_1_1	53%	Fungi_sp|SH217408.06FU	48%
ASV_8652	-	Fungi	100%	Fungi_unidentified	40%	Fungi_unidentified_1	40%	Fungi_unidentified_1	40%	Fungi_unidentified_1_1	40%	Fungi_unidentified_1_1	40%	Fungi_sp|SH217408.06FU	34%
ASV_8653	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	86%
ASV_8654	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	99%
ASV_8655	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	88%
ASV_8656	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	99%
ASV_8657	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	94%	Psathyrella	94%	Psathyrella_rostellata|SH199690.06FU	57%
ASV_8658	+	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Ascobolaceae	100%	Ascobolus	100%	Ascobolus_sp|SH226965.06FU	100%
ASV_8659	+	Fungi	100%	Fungi_unidentified	97%	Fungi_unidentified_1	97%	Fungi_unidentified_1	97%	Fungi_unidentified_1_1	97%	Fungi_unidentified_1_1	97%	Fungi_sp|SH195711.06FU	48%
ASV_8660	+	Fungi	100%	Ascomycota	81%	Sordariomycetes	81%	Incertae_sedis_7	49%	Plectosphaerellaceae	49%	Gibellulopsis	49%	Gibellulopsis_sp_YH_2012|SH219656.06FU	49%
ASV_8661	+	Fungi	100%	Ascomycota	98%	Sordariomycetes	72%	Sordariales	13%	Lasiosphaeriaceae	10%	Lasiosphaeria	8%	Lasiosphaeria_glabrata|SH210817.06FU	8%
ASV_8662	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	88%
ASV_8663	+	Fungi	100%	Ascomycota	97%	Sordariomycetes	96%	Hypocreales	96%	Clavicipitaceae	93%	Metarhizium	93%	Metarhizium_anisopliae|SH201730.06FU	79%
ASV_8664	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	90%
ASV_8665	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	92%
ASV_8666	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	98%	Corticiales	98%	Corticiaceae	98%	Waitea	98%	Rhizoctonia_zeae|SH211230.06FU	98%
ASV_8667	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_8668	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_8669	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	90%
ASV_8670	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	88%
ASV_8671	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	87%
ASV_8672	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	84%
ASV_8673	-	Fungi	100%	Zygomycota	52%	Incertae_sedis_10	52%	Mortierellales	52%	Mortierellaceae	52%	Mortierella	52%	Mortierella_sp|SH214852.06FU	49%
ASV_8674	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	98%
ASV_8675	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Cantharellales	100%	Incertae_sedis_24	100%	Minimedusa	100%	Minimedusa_sp|SH221764.06FU	74%
ASV_8676	-	Fungi	100%	Ascomycota	93%	Sordariomycetes	93%	Sordariomycetes_unidentified	44%	Sordariomycetes_unidentified_1	44%	Sordariomycetes_unidentified_1	44%	Sordariomycetes_sp|SH219658.06FU	42%
ASV_8677	+	Fungi	100%	Basidiomycota	91%	Agaricomycetes	89%	Agaricales	88%	Psathyrellaceae	84%	Psathyrella	74%	Psathyrella_squamosa|SH199707.06FU	37%
ASV_8678	-	Fungi	100%	Fungi_unidentified	57%	Fungi_unidentified_1	57%	Fungi_unidentified_1	57%	Fungi_unidentified_1_1	57%	Fungi_unidentified_1_1	57%	Fungi_sp|SH217408.06FU	50%
ASV_8679	+	Fungi	100%	Ascomycota	97%	Sordariomycetes	96%	Hypocreales	95%	Bionectriaceae	54%	Bionectria	34%	Bionectria_ralfsii|SH236637.06FU	30%
ASV_8680	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	75%	Mortierella	75%	Mortierella_sp_ATT116|SH218048.06FU	43%
ASV_8681	+	Fungi	100%	Zygomycota	60%	Incertae_sedis_10	60%	Mortierellales	60%	Mortierellaceae	60%	Mortierella	60%	Mortierella_sp|SH214852.06FU	48%
ASV_8682	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	82%	Mortierella	82%	Mortierella_sp_ATT116|SH218048.06FU	47%
ASV_8683	-	Fungi	100%	Basidiomycota	100%	Tremellomycetes	100%	Filobasidiales	100%	Filobasidiaceae	100%	Cryptococcus	100%	Cryptococcus_sp|SH215221.06FU	100%
ASV_8684	+	Fungi	100%	Ascomycota	98%	Incertae_sedis_14	93%	Incertae_sedis_15	93%	Incertae_sedis_16	93%	Retroconis	93%	Retroconis_fusiformis|SH234970.06FU	93%
ASV_8685	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	79%	Mortierella	79%	Mortierella_sp_ATT116|SH218048.06FU	39%
ASV_8686	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	94%	Sordariomycetes_unidentified	89%	Sordariomycetes_unidentified_1	89%	Sordariomycetes_unidentified_1	89%	Sordariomycetes_sp|SH233630.06FU	89%
ASV_8687	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	85%	Sordariales	82%	Lasiosphaeriaceae	81%	Podospora	80%	Podospora_sp|SH223422.06FU	54%
ASV_8688	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_8689	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	85%
ASV_8690	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_8691	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	87%
ASV_8692	+	Fungi	100%	Fungi_unidentified	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1_1	51%	Fungi_unidentified_1_1	51%	Fungi_sp|SH217408.06FU	39%
ASV_8693	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Sordariales	100%	Lasiosphaeriaceae	100%	Lasiosphaeriaceae_unidentified	100%	Lasiosphaeriaceae_sp|SH238403.06FU	100%
ASV_8694	-	Fungi	100%	Ascomycota	98%	Sordariomycetes	95%	Sordariomycetes_unidentified	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_sp|SH233630.06FU	87%
ASV_8695	+	Fungi	100%	Fungi_unidentified	56%	Fungi_unidentified_1	56%	Fungi_unidentified_1	56%	Fungi_unidentified_1_1	56%	Fungi_unidentified_1_1	56%	Fungi_sp|SH196428.06FU	36%
ASV_8696	-	Fungi	100%	Ascomycota	94%	Dothideomycetes	32%	Dothideomycetes_unidentified	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_sp|SH216443.06FU	31%
ASV_8697	-	Fungi	100%	Ascomycota	98%	Dothideomycetes	82%	Pleosporales	69%	Sporormiaceae	68%	Sporormiaceae_unidentified	23%	Sporormiaceae_sp|SH190502.06FU	23%
ASV_8698	+	Fungi	100%	Ascomycota	91%	Sordariomycetes	62%	Sordariales	53%	Lasiosphaeriaceae	52%	Lasiosphaeriaceae_unidentified	45%	Lasiosphaeriaceae_sp|SH222045.06FU	45%
ASV_8699	+	Fungi	100%	Zygomycota	48%	Incertae_sedis_10	48%	Mortierellales	48%	Mortierellaceae	48%	Mortierella	48%	Mortierella_sp|SH214852.06FU	40%
ASV_8700	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Ascobolaceae	100%	Ascobolus	100%	Ascobolus_sp|SH226965.06FU	100%
ASV_8701	+	Fungi	100%	Fungi_unidentified	21%	Fungi_unidentified_1	21%	Fungi_unidentified_1	21%	Fungi_unidentified_1_1	21%	Fungi_unidentified_1_1	21%	Fungi_sp|SH202159.06FU	16%
ASV_8702	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	88%
ASV_8703	+	Fungi	100%	Zygomycota	57%	Incertae_sedis_10	57%	Mortierellales	57%	Mortierellaceae	57%	Mortierella	57%	Mortierella_sp|SH214852.06FU	45%
ASV_8704	-	Fungi	100%	Glomeromycota	14%	Glomeromycetes	14%	Diversisporales	13%	Gigasporaceae	9%	Scutellospora	9%	Scutellospora_heterogama|SH197032.06FU	6%
ASV_8705	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricales_unidentified	90%	Agaricales_unidentified_1	90%	Agaricales_sp|SH239397.06FU	90%
ASV_8706	+	Fungi	100%	Ascomycota	91%	Dothideomycetes	84%	Dothideomycetes_unidentified	30%	Dothideomycetes_unidentified_1	30%	Dothideomycetes_unidentified_1	30%	Dothideomycetes_sp|SH190505.06FU	30%
ASV_8707	+	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Ascobolaceae	100%	Ascobolus	100%	Ascobolus_sp|SH226965.06FU	100%
ASV_8708	+	Fungi	100%	Ascomycota	97%	Ascomycota_unidentified	53%	Ascomycota_unidentified_1	53%	Ascomycota_unidentified_1	53%	Ascomycota_unidentified_1_1	53%	Ascomycota_sp|SH222046.06FU	51%
ASV_8709	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	77%	Mortierella	77%	Mortierella_sp_ATT116|SH218048.06FU	38%
ASV_8710	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	74%	Mortierella	74%	Mortierella_sp_ATT116|SH218048.06FU	39%
ASV_8711	-	Fungi	100%	Ascomycota	96%	Dothideomycetes	36%	Dothideomycetes_unidentified	36%	Dothideomycetes_unidentified_1	36%	Dothideomycetes_unidentified_1	36%	Dothideomycetes_sp|SH216443.06FU	36%
ASV_8712	-	Fungi	100%	Ascomycota	96%	Incertae_sedis_14	70%	Incertae_sedis_15	70%	Incertae_sedis_16	70%	Retroconis	70%	Retroconis_fusiformis|SH234970.06FU	70%
ASV_8713	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	71%	Dothideomycetes_unidentified	71%	Dothideomycetes_unidentified_1	71%	Dothideomycetes_unidentified_1	71%	Dothideomycetes_sp|SH216443.06FU	69%
ASV_8714	+	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Ascobolaceae	100%	Ascobolus	100%	Ascobolus_sp|SH226965.06FU	100%
