	CS1-Fungus	CS2-Fungus	CS3-Fungus	FS1-Fungus	FS2-Fungus	FS3-Fungus	SC1-Fungus	SC2-Fungus	SC3-Fungus	WS1-Fungus	WS2-Fungus	WS3-Fungus
ASV_3942	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3943	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3944	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3945	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3946	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3947	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3948	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3949	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3950	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3951	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3952	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3953	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3954	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3955	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3956	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3957	0	0	0	0	0	13	0	0	0	0	0	0
ASV_3958	0	0	0	0	0	8	0	0	0	0	0	5
ASV_3959	0	0	0	0	0	0	13	0	0	0	0	0
ASV_3960	0	0	0	0	0	0	13	0	0	0	0	0
ASV_3961	0	0	0	0	0	0	13	0	0	0	0	0
ASV_3962	0	0	0	0	0	0	13	0	0	0	0	0
ASV_3963	0	0	0	0	0	0	10	3	0	0	0	0
ASV_3964	0	0	0	0	0	0	8	5	0	0	0	0
ASV_3965	0	0	0	0	0	0	7	6	0	0	0	0
ASV_3966	0	0	0	0	0	0	7	6	0	0	0	0
ASV_3967	0	0	0	0	0	0	6	7	0	0	0	0
ASV_3968	0	0	0	0	0	0	0	13	0	0	0	0
ASV_3969	0	0	0	0	0	0	0	13	0	0	0	0
ASV_3970	0	0	0	0	0	0	0	4	9	0	0	0
ASV_3971	0	0	0	0	0	0	0	4	9	0	0	0
ASV_3972	0	0	0	0	0	0	0	3	10	0	0	0
ASV_3973	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3974	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3975	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3976	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3977	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3978	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3979	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3980	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3981	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3982	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3983	0	0	0	0	0	0	0	0	13	0	0	0
ASV_3984	0	0	0	0	0	0	0	0	10	3	0	0
ASV_3985	0	0	0	0	0	0	0	0	0	13	0	0
ASV_3986	0	0	0	0	0	0	0	0	0	13	0	0
ASV_3987	0	0	0	0	0	0	0	0	0	13	0	0
ASV_3988	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3989	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3990	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3991	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3992	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3993	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3994	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3995	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3996	0	0	0	0	0	0	0	0	0	0	13	0
ASV_3997	0	0	0	0	0	0	0	0	0	0	0	13
ASV_3998	0	0	0	0	0	0	0	0	0	0	0	13
ASV_3999	0	0	0	0	0	0	0	0	0	0	0	13
ASV_4000	0	0	0	0	0	0	0	0	0	0	0	13
ASV_4001	0	0	0	0	0	0	0	0	0	0	0	13
ASV_4002	0	0	0	0	0	0	0	0	0	0	0	13
ASV_4003	12	0	0	0	0	0	0	0	0	0	0	0
ASV_4004	12	0	0	0	0	0	0	0	0	0	0	0
ASV_4005	12	0	0	0	0	0	0	0	0	0	0	0
ASV_4006	12	0	0	0	0	0	0	0	0	0	0	0
ASV_4007	12	0	0	0	0	0	0	0	0	0	0	0
ASV_4008	12	0	0	0	0	0	0	0	0	0	0	0
ASV_4009	12	0	0	0	0	0	0	0	0	0	0	0
ASV_4010	7	0	0	0	0	0	0	0	0	0	0	5
ASV_4011	5	0	7	0	0	0	0	0	0	0	0	0
ASV_4012	3	0	0	0	0	4	5	0	0	0	0	0
ASV_4013	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4014	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4015	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4016	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4017	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4018	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4019	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4020	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4021	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4022	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4023	0	12	0	0	0	0	0	0	0	0	0	0
ASV_4024	0	0	12	0	0	0	0	0	0	0	0	0
ASV_4025	0	0	12	0	0	0	0	0	0	0	0	0
ASV_4026	0	0	12	0	0	0	0	0	0	0	0	0
ASV_4027	0	0	12	0	0	0	0	0	0	0	0	0
ASV_4028	0	0	12	0	0	0	0	0	0	0	0	0
ASV_4029	0	0	12	0	0	0	0	0	0	0	0	0
ASV_4030	0	0	9	0	0	0	3	0	0	0	0	0
ASV_4031	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4032	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4033	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4034	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4035	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4036	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4037	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4038	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4039	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4040	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4041	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4042	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4043	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4044	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4045	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4046	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4047	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4048	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4049	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4050	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4051	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4052	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4053	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4054	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4055	0	0	0	12	0	0	0	0	0	0	0	0
ASV_4056	0	0	0	6	0	0	0	0	0	0	6	0
ASV_4057	0	0	0	5	0	7	0	0	0	0	0	0
ASV_4058	0	0	0	4	8	0	0	0	0	0	0	0
ASV_4059	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4060	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4061	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4062	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4063	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4064	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4065	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4066	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4067	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4068	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4069	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4070	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4071	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4072	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4073	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4074	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4075	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4076	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4077	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4078	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4079	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4080	0	0	0	0	12	0	0	0	0	0	0	0
ASV_4081	0	0	0	0	3	0	0	0	0	0	9	0
ASV_4082	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4083	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4084	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4085	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4086	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4087	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4088	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4089	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4090	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4091	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4092	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4093	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4094	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4095	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4096	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4097	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4098	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4099	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4100	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4101	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4102	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4103	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4104	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4105	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4106	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4107	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4108	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4109	0	0	0	0	0	12	0	0	0	0	0	0
ASV_4110	0	0	0	0	0	8	0	0	0	0	0	4
ASV_4111	0	0	0	0	0	0	12	0	0	0	0	0
ASV_4112	0	0	0	0	0	0	12	0	0	0	0	0
ASV_4113	0	0	0	0	0	0	12	0	0	0	0	0
ASV_4114	0	0	0	0	0	0	12	0	0	0	0	0
ASV_4115	0	0	0	0	0	0	7	5	0	0	0	0
ASV_4116	0	0	0	0	0	0	7	5	0	0	0	0
ASV_4117	0	0	0	0	0	0	6	6	0	0	0	0
ASV_4118	0	0	0	0	0	0	6	6	0	0	0	0
ASV_4119	0	0	0	0	0	0	5	7	0	0	0	0
ASV_4120	0	0	0	0	0	0	0	12	0	0	0	0
ASV_4121	0	0	0	0	0	0	0	12	0	0	0	0
ASV_4122	0	0	0	0	0	0	0	12	0	0	0	0
ASV_4123	0	0	0	0	0	0	0	12	0	0	0	0
ASV_4124	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4125	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4126	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4127	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4128	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4129	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4130	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4131	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4132	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4133	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4134	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4135	0	0	0	0	0	0	0	0	12	0	0	0
ASV_4136	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4137	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4138	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4139	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4140	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4141	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4142	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4143	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4144	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4145	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4146	0	0	0	0	0	0	0	0	0	12	0	0
ASV_4147	0	0	0	0	0	0	0	0	0	7	0	5
ASV_4148	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4149	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4150	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4151	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4152	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4153	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4154	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4155	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4156	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4157	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4158	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4159	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4160	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4161	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4162	0	0	0	0	0	0	0	0	0	0	12	0
ASV_4163	0	0	0	0	0	0	0	0	0	0	5	7
ASV_4164	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4165	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4166	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4167	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4168	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4169	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4170	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4171	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4172	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4173	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4174	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4175	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4176	0	0	0	0	0	0	0	0	0	0	0	12
ASV_4177	11	0	0	0	0	0	0	0	0	0	0	0
ASV_4178	11	0	0	0	0	0	0	0	0	0	0	0
ASV_4179	11	0	0	0	0	0	0	0	0	0	0	0
ASV_4180	11	0	0	0	0	0	0	0	0	0	0	0
ASV_4181	7	4	0	0	0	0	0	0	0	0	0	0
ASV_4182	4	0	7	0	0	0	0	0	0	0	0	0
ASV_4183	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4184	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4185	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4186	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4187	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4188	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4189	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4190	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4191	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4192	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4193	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4194	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4195	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4196	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4197	0	11	0	0	0	0	0	0	0	0	0	0
ASV_4198	0	8	0	0	0	0	0	0	0	3	0	0
ASV_4199	0	4	2	0	0	0	0	0	0	0	5	0
ASV_4200	0	2	0	9	0	0	0	0	0	0	0	0
ASV_4201	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4202	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4203	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4204	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4205	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4206	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4207	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4208	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4209	0	0	11	0	0	0	0	0	0	0	0	0
ASV_4210	0	0	6	0	0	0	0	0	0	0	5	0
ASV_4211	0	0	5	0	0	0	0	0	0	0	6	0
ASV_4212	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4213	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4214	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4215	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4216	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4217	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4218	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4219	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4220	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4221	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4222	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4223	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4224	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4225	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4226	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4227	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4228	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4229	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4230	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4231	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4232	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4233	0	0	0	11	0	0	0	0	0	0	0	0
ASV_4234	0	0	0	7	0	4	0	0	0	0	0	0
ASV_4235	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4236	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4237	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4238	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4239	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4240	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4241	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4242	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4243	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4244	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4245	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4246	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4247	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4248	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4249	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4250	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4251	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4252	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4253	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4254	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4255	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4256	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4257	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4258	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4259	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4260	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4261	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4262	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4263	0	0	0	0	11	0	0	0	0	0	0	0
ASV_4264	0	0	0	0	6	5	0	0	0	0	0	0
ASV_4265	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4266	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4267	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4268	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4269	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4270	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4271	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4272	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4273	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4274	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4275	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4276	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4277	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4278	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4279	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4280	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4281	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4282	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4283	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4284	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4285	0	0	0	0	0	11	0	0	0	0	0	0
ASV_4286	0	0	0	0	0	6	0	0	0	5	0	0
ASV_4287	0	0	0	0	0	6	0	5	0	0	0	0
ASV_4288	0	0	0	0	0	0	11	0	0	0	0	0
ASV_4289	0	0	0	0	0	0	11	0	0	0	0	0
ASV_4290	0	0	0	0	0	0	11	0	0	0	0	0
ASV_4291	0	0	0	0	0	0	11	0	0	0	0	0
ASV_4292	0	0	0	0	0	0	11	0	0	0	0	0
ASV_4293	0	0	0	0	0	0	11	0	0	0	0	0
ASV_4294	0	0	0	0	0	0	7	4	0	0	0	0
ASV_4295	0	0	0	0	0	0	7	4	0	0	0	0
ASV_4296	0	0	0	0	0	0	7	4	0	0	0	0
ASV_4297	0	0	0	0	0	0	6	5	0	0	0	0
ASV_4298	0	0	0	0	0	0	6	5	0	0	0	0
ASV_4299	0	0	0	0	0	0	6	5	0	0	0	0
ASV_4300	0	0	0	0	0	0	0	11	0	0	0	0
ASV_4301	0	0	0	0	0	0	0	11	0	0	0	0
ASV_4302	0	0	0	0	0	0	0	11	0	0	0	0
ASV_4303	0	0	0	0	0	0	0	11	0	0	0	0
ASV_4304	0	0	0	0	0	0	0	5	6	0	0	0
ASV_4305	0	0	0	0	0	0	0	4	7	0	0	0
ASV_4306	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4307	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4308	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4309	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4310	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4311	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4312	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4313	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4314	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4315	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4316	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4317	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4318	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4319	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4320	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4321	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4322	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4323	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4324	0	0	0	0	0	0	0	0	11	0	0	0
ASV_4325	0	0	0	0	0	0	0	0	6	0	0	5
ASV_4326	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4327	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4328	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4329	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4330	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4331	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4332	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4333	0	0	0	0	0	0	0	0	0	11	0	0
ASV_4334	0	0	0	0	0	0	0	0	0	9	0	2
ASV_4335	0	0	0	0	0	0	0	0	0	5	6	0
ASV_4336	0	0	0	0	0	0	0	0	0	3	8	0
ASV_4337	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4338	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4339	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4340	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4341	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4342	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4343	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4344	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4345	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4346	0	0	0	0	0	0	0	0	0	0	11	0
ASV_4347	0	0	0	0	0	0	0	0	0	0	9	2
ASV_4348	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4349	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4350	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4351	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4352	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4353	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4354	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4355	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4356	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4357	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4358	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4359	0	0	0	0	0	0	0	0	0	0	0	11
ASV_4360	10	0	0	0	0	0	0	0	0	0	0	0
ASV_4361	10	0	0	0	0	0	0	0	0	0	0	0
ASV_4362	10	0	0	0	0	0	0	0	0	0	0	0
ASV_4363	10	0	0	0	0	0	0	0	0	0	0	0
ASV_4364	10	0	0	0	0	0	0	0	0	0	0	0
ASV_4365	10	0	0	0	0	0	0	0	0	0	0	0
ASV_4366	10	0	0	0	0	0	0	0	0	0	0	0
ASV_4367	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4368	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4369	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4370	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4371	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4372	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4373	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4374	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4375	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4376	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4377	0	10	0	0	0	0	0	0	0	0	0	0
ASV_4378	0	3	0	0	7	0	0	0	0	0	0	0
ASV_4379	0	2	0	0	0	0	0	0	8	0	0	0
ASV_4380	0	0	10	0	0	0	0	0	0	0	0	0
ASV_4381	0	0	10	0	0	0	0	0	0	0	0	0
ASV_4382	0	0	10	0	0	0	0	0	0	0	0	0
ASV_4383	0	0	10	0	0	0	0	0	0	0	0	0
ASV_4384	0	0	10	0	0	0	0	0	0	0	0	0
ASV_4385	0	0	6	0	0	0	0	0	0	0	0	4
ASV_4386	0	0	5	5	0	0	0	0	0	0	0	0
ASV_4387	0	0	4	0	6	0	0	0	0	0	0	0
ASV_4388	0	0	0	10	0	0	0	0	0	0	0	0
ASV_4389	0	0	0	10	0	0	0	0	0	0	0	0
