	CS1-Fungus	CS2-Fungus	CS3-Fungus	FS1-Fungus	FS2-Fungus	FS3-Fungus	SC1-Fungus	SC2-Fungus	SC3-Fungus	WS1-Fungus	WS2-Fungus	WS3-Fungus
ASV_3494	0	0	0	0	0	0	0	0	0	0	0	17
ASV_3495	16	0	0	0	0	0	0	0	0	0	0	0
ASV_3496	16	0	0	0	0	0	0	0	0	0	0	0
ASV_3497	16	0	0	0	0	0	0	0	0	0	0	0
ASV_3498	16	0	0	0	0	0	0	0	0	0	0	0
ASV_3499	16	0	0	0	0	0	0	0	0	0	0	0
ASV_3500	6	0	0	0	0	0	0	0	4	0	0	6
ASV_3501	0	16	0	0	0	0	0	0	0	0	0	0
ASV_3502	0	16	0	0	0	0	0	0	0	0	0	0
ASV_3503	0	16	0	0	0	0	0	0	0	0	0	0
ASV_3504	0	16	0	0	0	0	0	0	0	0	0	0
ASV_3505	0	0	16	0	0	0	0	0	0	0	0	0
ASV_3506	0	0	16	0	0	0	0	0	0	0	0	0
ASV_3507	0	0	16	0	0	0	0	0	0	0	0	0
ASV_3508	0	0	11	0	0	0	0	0	0	0	0	5
ASV_3509	0	0	3	0	0	0	0	0	0	0	13	0
ASV_3510	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3511	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3512	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3513	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3514	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3515	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3516	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3517	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3518	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3519	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3520	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3521	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3522	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3523	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3524	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3525	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3526	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3527	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3528	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3529	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3530	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3531	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3532	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3533	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3534	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3535	0	0	0	16	0	0	0	0	0	0	0	0
ASV_3536	0	0	0	9	7	0	0	0	0	0	0	0
ASV_3537	0	0	0	8	0	8	0	0	0	0	0	0
ASV_3538	0	0	0	6	10	0	0	0	0	0	0	0
ASV_3539	0	0	0	5	0	11	0	0	0	0	0	0
ASV_3540	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3541	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3542	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3543	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3544	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3545	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3546	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3547	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3548	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3549	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3550	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3551	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3552	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3553	0	0	0	0	12	4	0	0	0	0	0	0
ASV_3554	0	0	0	0	9	0	0	0	0	0	0	7
ASV_3555	0	0	0	0	8	8	0	0	0	0	0	0
ASV_3556	0	0	0	0	8	8	0	0	0	0	0	0
ASV_3557	0	0	0	0	5	11	0	0	0	0	0	0
ASV_3558	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3559	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3560	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3561	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3562	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3563	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3564	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3565	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3566	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3567	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3568	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3569	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3570	0	0	0	0	0	16	0	0	0	0	0	0
ASV_3571	0	0	0	0	0	11	0	0	0	5	0	0
ASV_3572	0	0	0	0	0	10	3	3	0	0	0	0
ASV_3573	0	0	0	0	0	0	16	0	0	0	0	0
ASV_3574	0	0	0	0	0	0	16	0	0	0	0	0
ASV_3575	0	0	0	0	0	0	16	0	0	0	0	0
ASV_3576	0	0	0	0	0	0	13	3	0	0	0	0
ASV_3577	0	0	0	0	0	0	8	8	0	0	0	0
ASV_3578	0	0	0	0	0	0	5	6	5	0	0	0
ASV_3579	0	0	0	0	0	0	4	6	6	0	0	0
ASV_3580	0	0	0	0	0	0	0	16	0	0	0	0
ASV_3581	0	0	0	0	0	0	0	7	9	0	0	0
ASV_3582	0	0	0	0	0	0	0	5	11	0	0	0
ASV_3583	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3584	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3585	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3586	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3587	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3588	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3589	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3590	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3591	0	0	0	0	0	0	0	0	4	0	12	0
ASV_3592	0	0	0	0	0	0	0	0	0	16	0	0
ASV_3593	0	0	0	0	0	0	0	0	0	16	0	0
ASV_3594	0	0	0	0	0	0	0	0	0	16	0	0
ASV_3595	0	0	0	0	0	0	0	0	0	13	0	3
ASV_3596	0	0	0	0	0	0	0	0	0	7	9	0
ASV_3597	0	0	0	0	0	0	0	0	0	5	11	0
ASV_3598	0	0	0	0	0	0	0	0	0	0	16	0
ASV_3599	0	0	0	0	0	0	0	0	0	0	16	0
ASV_3600	0	0	0	0	0	0	0	0	0	0	16	0
ASV_3601	0	0	0	0	0	0	0	0	0	0	16	0
ASV_3602	0	0	0	0	0	0	0	0	0	0	16	0
ASV_3603	0	0	0	0	0	0	0	0	0	0	0	16
ASV_3604	0	0	0	0	0	0	0	0	0	0	0	16
ASV_3605	0	0	0	0	0	0	0	0	0	0	0	16
ASV_3606	0	0	0	0	0	0	0	0	0	0	0	16
ASV_3607	0	0	0	0	0	0	0	0	0	0	0	16
ASV_3608	15	0	0	0	0	0	0	0	0	0	0	0
ASV_3609	15	0	0	0	0	0	0	0	0	0	0	0
ASV_3610	15	0	0	0	0	0	0	0	0	0	0	0
ASV_3611	12	0	3	0	0	0	0	0	0	0	0	0
ASV_3612	9	0	0	0	6	0	0	0	0	0	0	0
ASV_3613	0	15	0	0	0	0	0	0	0	0	0	0
ASV_3614	0	7	0	0	0	0	0	0	8	0	0	0
ASV_3615	0	6	0	0	0	0	0	0	0	0	0	9
ASV_3616	0	5	0	0	10	0	0	0	0	0	0	0
ASV_3617	0	4	0	0	0	0	0	0	0	11	0	0
ASV_3618	0	2	2	0	0	0	3	0	8	0	0	0
ASV_3619	0	0	15	0	0	0	0	0	0	0	0	0
ASV_3620	0	0	15	0	0	0	0	0	0	0	0	0
ASV_3621	0	0	15	0	0	0	0	0	0	0	0	0
ASV_3622	0	0	15	0	0	0	0	0	0	0	0	0
ASV_3623	0	0	3	5	0	0	0	0	0	0	7	0
ASV_3624	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3625	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3626	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3627	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3628	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3629	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3630	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3631	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3632	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3633	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3634	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3635	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3636	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3637	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3638	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3639	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3640	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3641	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3642	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3643	0	0	0	15	0	0	0	0	0	0	0	0
ASV_3644	0	0	0	6	0	0	0	0	0	0	9	0
ASV_3645	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3646	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3647	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3648	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3649	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3650	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3651	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3652	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3653	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3654	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3655	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3656	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3657	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3658	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3659	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3660	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3661	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3662	0	0	0	0	15	0	0	0	0	0	0	0
ASV_3663	0	0	0	0	4	0	0	6	0	5	0	0
ASV_3664	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3665	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3666	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3667	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3668	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3669	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3670	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3671	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3672	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3673	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3674	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3675	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3676	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3677	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3678	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3679	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3680	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3681	0	0	0	0	0	15	0	0	0	0	0	0
ASV_3682	0	0	0	0	0	4	0	0	0	11	0	0
ASV_3683	0	0	0	0	0	0	15	0	0	0	0	0
ASV_3684	0	0	0	0	0	0	15	0	0	0	0	0
ASV_3685	0	0	0	0	0	0	8	7	0	0	0	0
ASV_3686	0	0	0	0	0	0	7	8	0	0	0	0
ASV_3687	0	0	0	0	0	0	6	9	0	0	0	0
ASV_3688	0	0	0	0	0	0	0	15	0	0	0	0
ASV_3689	0	0	0	0	0	0	0	15	0	0	0	0
ASV_3690	0	0	0	0	0	0	0	8	7	0	0	0
ASV_3691	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3692	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3693	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3694	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3695	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3696	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3697	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3698	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3699	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3700	0	0	0	0	0	0	0	0	15	0	0	0
ASV_3701	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3702	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3703	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3704	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3705	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3706	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3707	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3708	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3709	0	0	0	0	0	0	0	0	0	15	0	0
ASV_3710	0	0	0	0	0	0	0	0	0	8	0	7
ASV_3711	0	0	0	0	0	0	0	0	0	0	15	0
ASV_3712	0	0	0	0	0	0	0	0	0	0	15	0
ASV_3713	0	0	0	0	0	0	0	0	0	0	15	0
ASV_3714	0	0	0	0	0	0	0	0	0	0	15	0
ASV_3715	0	0	0	0	0	0	0	0	0	0	15	0
ASV_3716	0	0	0	0	0	0	0	0	0	0	15	0
ASV_3717	0	0	0	0	0	0	0	0	0	0	9	6
ASV_3718	0	0	0	0	0	0	0	0	0	0	0	15
ASV_3719	0	0	0	0	0	0	0	0	0	0	0	15
ASV_3720	0	0	0	0	0	0	0	0	0	0	0	15
ASV_3721	0	0	0	0	0	0	0	0	0	0	0	15
ASV_3722	0	0	0	0	0	0	0	0	0	0	0	15
ASV_3723	0	0	0	0	0	0	0	0	0	0	0	15
ASV_3724	14	0	0	0	0	0	0	0	0	0	0	0
ASV_3725	14	0	0	0	0	0	0	0	0	0	0	0
ASV_3726	14	0	0	0	0	0	0	0	0	0	0	0
ASV_3727	14	0	0	0	0	0	0	0	0	0	0	0
ASV_3728	14	0	0	0	0	0	0	0	0	0	0	0
ASV_3729	5	9	0	0	0	0	0	0	0	0	0	0
ASV_3730	0	14	0	0	0	0	0	0	0	0	0	0
ASV_3731	0	14	0	0	0	0	0	0	0	0	0	0
ASV_3732	0	14	0	0	0	0	0	0	0	0	0	0
ASV_3733	0	14	0	0	0	0	0	0	0	0	0	0
ASV_3734	0	14	0	0	0	0	0	0	0	0	0	0
ASV_3735	0	14	0	0	0	0	0	0	0	0	0	0
ASV_3736	0	4	0	0	0	0	0	0	0	0	10	0
ASV_3737	0	0	14	0	0	0	0	0	0	0	0	0
ASV_3738	0	0	14	0	0	0	0	0	0	0	0	0
ASV_3739	0	0	14	0	0	0	0	0	0	0	0	0
ASV_3740	0	0	14	0	0	0	0	0	0	0	0	0
ASV_3741	0	0	14	0	0	0	0	0	0	0	0	0
ASV_3742	0	0	14	0	0	0	0	0	0	0	0	0
ASV_3743	0	0	14	0	0	0	0	0	0	0	0	0
ASV_3744	0	0	5	9	0	0	0	0	0	0	0	0
ASV_3745	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3746	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3747	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3748	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3749	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3750	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3751	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3752	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3753	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3754	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3755	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3756	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3757	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3758	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3759	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3760	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3761	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3762	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3763	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3764	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3765	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3766	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3767	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3768	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3769	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3770	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3771	0	0	0	14	0	0	0	0	0	0	0	0
ASV_3772	0	0	0	9	5	0	0	0	0	0	0	0
ASV_3773	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3774	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3775	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3776	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3777	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3778	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3779	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3780	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3781	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3782	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3783	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3784	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3785	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3786	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3787	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3788	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3789	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3790	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3791	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3792	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3793	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3794	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3795	0	0	0	0	14	0	0	0	0	0	0	0
ASV_3796	0	0	0	0	7	7	0	0	0	0	0	0
ASV_3797	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3798	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3799	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3800	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3801	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3802	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3803	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3804	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3805	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3806	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3807	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3808	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3809	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3810	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3811	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3812	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3813	0	0	0	0	0	0	14	0	0	0	0	0
ASV_3814	0	0	0	0	0	0	14	0	0	0	0	0
ASV_3815	0	0	0	0	0	0	9	5	0	0	0	0
ASV_3816	0	0	0	0	0	0	9	5	0	0	0	0
ASV_3817	0	0	0	0	0	0	8	0	0	0	6	0
ASV_3818	0	0	0	0	0	0	7	7	0	0	0	0
ASV_3819	0	0	0	0	0	0	0	14	0	0	0	0
ASV_3820	0	0	0	0	0	0	0	14	0	0	0	0
ASV_3821	0	0	0	0	0	0	0	14	0	0	0	0
ASV_3822	0	0	0	0	0	0	0	14	0	0	0	0
ASV_3823	0	0	0	0	0	0	0	14	0	0	0	0
ASV_3824	0	0	0	0	0	0	0	14	0	0	0	0
ASV_3825	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3826	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3827	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3828	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3829	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3830	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3831	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3832	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3833	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3834	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3835	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3836	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3837	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3838	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3839	0	0	0	0	0	0	0	0	14	0	0	0
ASV_3840	0	0	0	0	0	0	0	0	0	14	0	0
ASV_3841	0	0	0	0	0	0	0	0	0	14	0	0
ASV_3842	0	0	0	0	0	0	0	0	0	14	0	0
ASV_3843	0	0	0	0	0	0	0	0	0	14	0	0
ASV_3844	0	0	0	0	0	0	0	0	0	14	0	0
ASV_3845	0	0	0	0	0	0	0	0	0	0	14	0
ASV_3846	0	0	0	0	0	0	0	0	0	0	14	0
ASV_3847	0	0	0	0	0	0	0	0	0	0	14	0
ASV_3848	0	0	0	0	0	0	0	0	0	0	14	0
ASV_3849	0	0	0	0	0	0	0	0	0	0	14	0
ASV_3850	0	0	0	0	0	0	0	0	0	0	14	0
ASV_3851	0	0	0	0	0	0	0	0	0	0	5	9
ASV_3852	0	0	0	0	0	0	0	0	0	0	0	14
ASV_3853	0	0	0	0	0	0	0	0	0	0	0	14
ASV_3854	0	0	0	0	0	0	0	0	0	0	0	14
ASV_3855	0	0	0	0	0	0	0	0	0	0	0	14
ASV_3856	0	0	0	0	0	0	0	0	0	0	0	14
ASV_3857	0	0	0	0	0	0	0	0	0	0	0	14
ASV_3858	0	0	0	0	0	0	0	0	0	0	0	14
ASV_3859	13	0	0	0	0	0	0	0	0	0	0	0
ASV_3860	13	0	0	0	0	0	0	0	0	0	0	0
ASV_3861	13	0	0	0	0	0	0	0	0	0	0	0
ASV_3862	13	0	0	0	0	0	0	0	0	0	0	0
ASV_3863	13	0	0	0	0	0	0	0	0	0	0	0
ASV_3864	7	0	0	0	0	0	0	0	0	6	0	0
ASV_3865	3	0	3	0	0	0	0	0	0	0	7	0
ASV_3866	0	13	0	0	0	0	0	0	0	0	0	0
ASV_3867	0	13	0	0	0	0	0	0	0	0	0	0
ASV_3868	0	13	0	0	0	0	0	0	0	0	0	0
ASV_3869	0	13	0	0	0	0	0	0	0	0	0	0
ASV_3870	0	2	4	0	0	0	0	0	0	7	0	0
ASV_3871	0	0	13	0	0	0	0	0	0	0	0	0
ASV_3872	0	0	13	0	0	0	0	0	0	0	0	0
ASV_3873	0	0	13	0	0	0	0	0	0	0	0	0
ASV_3874	0	0	13	0	0	0	0	0	0	0	0	0
ASV_3875	0	0	13	0	0	0	0	0	0	0	0	0
ASV_3876	0	0	13	0	0	0	0	0	0	0	0	0
ASV_3877	0	0	13	0	0	0	0	0	0	0	0	0
ASV_3878	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3879	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3880	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3881	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3882	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3883	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3884	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3885	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3886	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3887	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3888	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3889	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3890	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3891	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3892	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3893	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3894	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3895	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3896	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3897	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3898	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3899	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3900	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3901	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3902	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3903	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3904	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3905	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3906	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3907	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3908	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3909	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3910	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3911	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3912	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3913	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3914	0	0	0	9	4	0	0	0	0	0	0	0
ASV_3915	0	0	0	9	0	0	4	0	0	0	0	0
ASV_3916	0	0	0	8	0	0	5	0	0	0	0	0
ASV_3917	0	0	0	7	6	0	0	0	0	0	0	0
ASV_3918	0	0	0	6	0	7	0	0	0	0	0	0
ASV_3919	0	0	0	5	8	0	0	0	0	0	0	0
ASV_3920	0	0	0	4	9	0	0	0	0	0	0	0
ASV_3921	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3922	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3923	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3924	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3925	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3926	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3927	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3928	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3929	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3930	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3931	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3932	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3933	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3934	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3935	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3936	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3937	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3938	0	0	0	0	6	0	0	0	7	0	0	0
ASV_3939	0	0	0	0	5	8	0	0	0	0	0	0
ASV_3940	0	0	0	0	5	8	0	0	0	0	0	0
ASV_3941	0	0	0	0	0	13	0	0	0	0	0	0
